107127783,GKXDTJXI7O,https://development-prakerja.oss-ap-southeast-5-internal.aliyuncs.com/107127783-254413-1709554179866305462.jpeg,2024-05-18 22:44:40,859,0,G000000006FFC20240304000000206997184133
106314950,AD3BNWXR3V,https://development-prakerja.oss-ap-southeast-5-internal.aliyuncs.com/106314950-700279-1709554216180369823.jpeg,2024-05-18 22:44:41,860,0,G000000006FFC20240304000000207001811854
101075242,S1YKIUVHGO,https://development-prakerja.oss-ap-southeast-5-internal.aliyuncs.com/101075242-343662-1709554422956610673.jpeg,2024-05-18 22:44:43,862,0,G000000006FFC20240304000000207007776065
106314950,AD3BNWXR3V,https://development-prakerja.oss-ap-southeast-5-internal.aliyuncs.com/106314950-955594-1709554385818964307.jpeg,2024-05-18 22:44:44,864,0,G000000006FFC20240304000000207006028160
105014271,IMZPZBO76H,https://development-prakerja.oss-ap-southeast-5-internal.aliyuncs.com/105014271-416016-1709518420139529738.jpeg,2024-05-18 22:44:44,865,0,G000000006FFC20240304000000205750231991
106314950,AD3BNWXR3V,https://development-prakerja.oss-ap-southeast-5-internal.aliyuncs.com/106314950-817254-1709554326929629318.jpeg,2024-05-18 22:44:45,866,0,G000000006FFC20240304000000207004892751
106314950,AD3BNWXR3V,https://development-prakerja.oss-ap-southeast-5-internal.aliyuncs.com/106314950-676616-1709554273584593491.jpeg,2024-05-18 22:44:48,867,0,G000000006FFC20240304000000207003320303
106314950,AD3BNWXR3V,https://development-prakerja.oss-ap-southeast-5-internal.aliyuncs.com/106314950-476870-1709554239588757977.jpeg,2024-05-18 22:44:48,868,0,G000000006FFC20240304000000207002489555
106823551,HML5YJJXF8,https://development-prakerja.oss-ap-southeast-5-internal.aliyuncs.com/106823551-553876-1709518480729100691.jpeg,2024-05-18 22:44:49,869,0,G000000006FFC20240304000000205753389164
107127783,GKXDTJXI7O,https://development-prakerja.oss-ap-southeast-5-internal.aliyuncs.com/107127783-785335-1709554229061462446.jpeg,2024-05-18 22:44:50,870,0,G000000006FFC20240304000000207001821062
106530478,28VUVJA8F7,https://development-prakerja.oss-ap-southeast-5-internal.aliyuncs.com/106530478-684676-1709518501234190143.jpeg,2024-05-18 22:44:50,871,0,G000000006FFC20240304000000205754262430
106429426,BETYK1C16X,https://development-prakerja.oss-ap-southeast-5-internal.aliyuncs.com/106429426-466197-1709554473806934643.jpeg,2024-05-18 22:44:52,872,0,G000000006FFC20240304000000207009325643
94796401,JM9EGZW6FW,https://development-prakerja.oss-ap-southeast-5-internal.aliyuncs.com/94796401-682441-1709554524617149001.jpeg,2024-05-18 22:44:53,873,0,G000000006FFC20240304000000207010575283
106823551,HML5YJJXF8,https://development-prakerja.oss-ap-southeast-5-internal.aliyuncs.com/106823551-363144-1709518505008881691.jpeg,2024-05-18 22:44:55,875,0,G000000006FFC20240304000000205754692513
105228785,4U4DD8L91T,https://development-prakerja.oss-ap-southeast-5-internal.aliyuncs.com/105228785-322278-1709554796280489278.jpeg,2024-05-18 22:44:57,876,0,G000000006FFC20240304000000207017821734
107145706,CLHSC5EQBR,https://development-prakerja.oss-ap-southeast-5-internal.aliyuncs.com/107145706-859023-1709554725754815415.jpeg,2024-05-18 22:44:58,877,0,G000000006FFC20240304000000207016489263
106609373,21X1JC90YA,https://development-prakerja.oss-ap-southeast-5-internal.aliyuncs.com/106609373-155306-1709554823302542806.jpeg,2024-05-18 22:45:00,878,0,G000000006FFC20240304000000207016965854
50487753,JGWLFIZKMJ,https://development-prakerja.oss-ap-southeast-5-internal.aliyuncs.com/50487753-133694-1709555287510642669.jpeg,2024-05-18 22:45:03,879,0,G000000006FFC20240304000000207033199936
7589457,O8CR82H09Z,https://development-prakerja.oss-ap-southeast-5-internal.aliyuncs.com/7589457-555363-1709555287420376218.jpeg,2024-05-18 22:45:04,881,0,G000000006FFC20240304000000207032974871
50487753,JGWLFIZKMJ,https://development-prakerja.oss-ap-southeast-5-internal.aliyuncs.com/50487753-892998-1709555263819142196.jpeg,2024-05-18 22:45:06,882,0,G000000006FFC20240304000000207032585440
50487753,JGWLFIZKMJ,https://development-prakerja.oss-ap-southeast-5-internal.aliyuncs.com/50487753-316772-1709555243844130889.jpeg,2024-05-18 22:45:08,883,0,G000000006FFC20240304000000207030139028
105404702,NAOW3PDPSW,https://development-prakerja.oss-ap-southeast-5-internal.aliyuncs.com/105404702-531215-1709529695862570016.jpeg,2024-05-18 22:45:08,884,0,G000000006FFC20240304000000206155450721
106762674,ZZXPK1VSYQ,https://development-prakerja.oss-ap-southeast-5-internal.aliyuncs.com/106762674-249169-1709554963247355299.jpeg,2024-05-18 22:45:09,885,0,G000000006FFC20240304000000207022740267
107038976,1TCCLFTNIF,https://development-prakerja.oss-ap-southeast-5-internal.aliyuncs.com/107038976-599826-1709529699321480540.jpeg,2024-05-18 22:45:10,886,0,G000000006FFC20240304000000206153466465
106754887,MP4CZDHZZ9,https://development-prakerja.oss-ap-southeast-5-internal.aliyuncs.com/106754887-166441-1709554894689070993.jpeg,2024-05-18 22:45:10,887,0,G000000006FFC20240304000000207020861107
106823551,HML5YJJXF8,https://development-prakerja.oss-ap-southeast-5-internal.aliyuncs.com/106823551-434580-1709518529042765914.jpeg,2024-05-18 22:45:11,888,0,G000000006FFC20240304000000205755602418
106823551,HML5YJJXF8,https://development-prakerja.oss-ap-southeast-5-internal.aliyuncs.com/106823551-609319-1709518545289219281.jpeg,2024-05-18 22:45:12,889,0,G000000006FFC20240304000000205756354933
104589051,99RG536XS2,https://development-prakerja.oss-ap-southeast-5-internal.aliyuncs.com/104589051-299698-1709555371400010810.jpeg,2024-05-18 22:45:12,890,0,G000000006FFC20240304000000207035220553
105434481,53UI6INV2B,https://development-prakerja.oss-ap-southeast-5-internal.aliyuncs.com/105434481-535681-1709518579592043621.jpeg,2024-05-18 22:45:14,892,0,G000000006FFC20240304000000205757460988
92444005,RGB9ORVVLY,https://development-prakerja.oss-ap-southeast-5-internal.aliyuncs.com/92444005-773558-1709529640262738456.jpeg,2024-05-18 22:45:14,893,0,G000000006FFC20240304000000206153474213
101987407,557F7BYO53,https://development-prakerja.oss-ap-southeast-5-internal.aliyuncs.com/101987407-718666-1709555409066299282.jpeg,2024-05-18 22:45:16,895,0,G000000006FFC20240304000000207036124518
106823551,HML5YJJXF8,https://development-prakerja.oss-ap-southeast-5-internal.aliyuncs.com/106823551-265356-1709518596303054480.jpeg,2024-05-18 22:45:16,896,0,G000000006FFC20240304000000205758477213
93903122,IMPJ3X1VJQ,https://development-prakerja.oss-ap-southeast-5-internal.aliyuncs.com/93903122-390522-1709555475208915994.jpeg,2024-05-18 22:45:19,899,0,G000000006FFC20240304000000207038467780
43116005,PRN9MAR1TP,https://development-prakerja.oss-ap-southeast-5-internal.aliyuncs.com/43116005-767853-1709555708868994512.jpeg,2024-05-18 22:45:20,900,0,G000000006FFC20240304000000207045628509
102340612,KQUDAL89US,https://development-prakerja.oss-ap-southeast-5-internal.aliyuncs.com/102340612-425084-1709556148563614225.jpeg,2024-05-18 22:45:22,901,0,G000000006FFC20240304000000207056960672
92444005,RGB9ORVVLY,https://development-prakerja.oss-ap-southeast-5-internal.aliyuncs.com/92444005-254126-1709529702204900592.jpeg,2024-05-18 22:45:24,903,0,G000000006FFC20240304000000206155960824
19776727,Y9AGCM78RA,https://development-prakerja.oss-ap-southeast-5-internal.aliyuncs.com/19776727-934517-1709529731931246277.jpeg,2024-05-18 22:45:26,905,0,G000000006FFC20240304000000206155463153
17342058,LVHBSY4DXZ,https://development-prakerja.oss-ap-southeast-5-internal.aliyuncs.com/17342058-561356-1709556454655835866.jpeg,2024-05-18 22:45:28,907,0,G000000006FFC20240304000000207067060242
